maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
1559,VH0121,Body Work,2025-06-24,341492,2719.9,6.6,2025-11-04,329690,Scheduled,2,"[""animi""]",Mccoy-Strickland,True
1560,VH0121,Body Work,2025-05-17,471076,2214.21,4.5,2025-10-06,64782,Completed,5,"[""possimus""]",Patterson-Burch,False
1561,VH0121,Preventive Maintenance,2025-08-02,274556,200.34,3.2,2025-10-16,325640,Scheduled,5,"[""quas"", ""voluptate""]",Wilson and Sons,True
1562,VH0122,Oil Change,2023-07-17,446055,81.52,2.2,2023-09-26,110203,Scheduled,2,"[""ad"", ""animi"", ""earum""]",Meyer and Sons,False
1563,VH0122,Transmission Service,2023-04-18,132550,2695.33,7.4,2023-08-15,137034,In Progress,7,"[""nam""]","Davis, Pitts and Johnson",True
1564,VH0122,Engine Repair,2022-07-04,297569,7832.77,2.0,2022-12-21,132538,Scheduled,1,"[""odit""]",Flores Ltd,False
1565,VH0122,Brake Service,2022-09-24,274366,508.47,3.5,2022-11-19,450878,Completed,8,"[""doloribus"", ""esse""]",Merritt-Kelly,False
1566,VH0122,Preventive Maintenance,2025-01-09,210318,428.85,4.4,2025-03-23,389792,Scheduled,8,[],"Pierce, Graham and Rodriguez",True
1567,VH0122,Body Work,2024-04-19,384104,2466.43,7.7,2024-07-21,115552,Scheduled,3,[],Coleman-Hoffman,True
1568,VH0122,Tire Replacement,2025-05-07,218224,1118.19,7.6,2025-07-02,408123,In Progress,5,"[""soluta"", ""eos"", ""qui""]",Roberts-Mccarty,True
1569,VH0122,Preventive Maintenance,2022-05-12,372850,251.29,2.5,2022-08-10,292334,Completed,3,"[""incidunt"", ""quod""]",Leon Group,True
1570,VH0122,Body Work,2024-11-19,482843,2332.88,6.6,2024-12-22,343513,Scheduled,2,"[""laboriosam"", ""in"", ""ex""]",Roy-Durham,True
1571,VH0122,Tire Replacement,2024-09-19,196021,1278.05,1.7,2024-12-16,351283,Scheduled,3,"[""quia"", ""deleniti"", ""nemo""]",Lewis Ltd,False
1572,VH0122,Tire Replacement,2023-05-06,144627,1449.03,3.6,2023-08-12,454692,In Progress,2,"[""cupiditate"", ""asperiores"", ""corporis""]","Wood, Vazquez and Smith",True
1573,VH0122,Preventive Maintenance,2025-01-16,307696,102.29,2.9,2025-03-15,209784,Completed,7,"[""quae""]",Kaiser-Carpenter,False
1574,VH0123,Electrical Repair,2024-07-29,337647,527.27,3.1,2024-12-04,228381,In Progress,8,"[""illum"", ""illo"", ""rem""]",Donovan Ltd,True
1575,VH0123,Tire Replacement,2025-09-17,57132,1819.59,2.7,2026-03-04,264439,Scheduled,9,"[""facere""]","Aguirre, Powell and Harper",True
1576,VH0123,Preventive Maintenance,2025-03-13,359650,310.71,4.0,2025-08-12,397673,Scheduled,2,"[""sunt"", ""nihil"", ""soluta""]","Morton, Kane and Douglas",True
1577,VH0123,Tire Replacement,2025-07-06,247729,1820.44,5.3,2025-10-07,257349,Scheduled,6,"[""temporibus"", ""sed""]","Reese, Lowe and Juarez",False
1578,VH0123,Engine Repair,2025-07-16,323983,2550.47,1.6,2025-11-07,305987,In Progress,3,"[""commodi"", ""quasi"", ""impedit""]",Nichols LLC,True
1579,VH0123,Oil Change,2025-03-16,394675,137.06,7.9,2025-08-30,384410,In Progress,2,[],"Crane, Wright and Rivera",True
1580,VH0123,Routine Service,2024-08-15,264431,735.33,8.0,2024-09-25,215615,Completed,9,"[""adipisci"", ""provident""]",Hudson-Sparks,False
1581,VH0123,Brake Service,2025-07-18,113099,1001.72,4.0,2025-12-12,424501,Scheduled,10,"[""doloribus"", ""eaque"", ""corrupti""]",Combs and Sons,True
1582,VH0123,Brake Service,2024-11-09,441893,892.26,3.7,2025-02-06,152294,Scheduled,7,"[""dicta"", ""non"", ""necessitatibus""]","Castro, Pineda and Russell",True
1583,VH0123,Tire Replacement,2025-05-09,336192,1991.81,5.1,2025-08-16,424042,In Progress,9,"[""quos"", ""pariatur"", ""dolor""]",Bowman-Bryant,True
1584,VH0123,Preventive Maintenance,2025-01-03,390182,403.24,3.3,2025-03-30,287369,Completed,6,"[""aliquam"", ""temporibus""]",Thompson-Lewis,True
1585,VH0123,Body Work,2025-03-08,357762,1559.03,4.3,2025-09-04,159233,Scheduled,1,"[""eum"", ""quasi"", ""sequi""]",Nguyen Ltd,True
1586,VH0123,Brake Service,2025-03-26,217491,688.12,1.7,2025-07-02,321728,In Progress,10,"[""magni"", ""totam"", ""exercitationem""]","Taylor, Prince and Sherman",True
1587,VH0123,Electrical Repair,2025-07-08,388775,554.2,7.1,2025-08-10,391014,Scheduled,7,"[""id"", ""a""]",Choi-Clay,False
1588,VH0123,Transmission Service,2024-08-22,189553,2976.0,5.0,2024-10-20,191500,In Progress,4,"[""dicta"", ""voluptate""]","Bishop, Peterson and Dunn",True
1589,VH0123,Tire Replacement,2025-07-14,68862,1337.4,4.2,2025-12-25,82576,Completed,1,"[""dignissimos"", ""necessitatibus""]","Hines, Stephens and Thomas",True
1590,VH0124,Engine Repair,2023-03-19,267361,2149.31,1.6,2023-08-27,410647,Completed,6,"[""consectetur"", ""quo""]",Berry-Cooper,False
1591,VH0124,Engine Repair,2022-12-27,212233,5478.65,6.9,2023-03-26,265392,In Progress,5,[],Smith Group,False
1592,VH0124,Body Work,2024-04-21,320557,2684.01,7.1,2024-07-29,368380,Completed,2,"[""consequuntur"", ""veniam"", ""vitae""]",Miranda PLC,True
1593,VH0124,Electrical Repair,2020-08-24,230814,215.67,1.2,2020-11-01,467523,Scheduled,2,"[""labore"", ""cumque""]",Bridges-Waters,False
1594,VH0124,Transmission Service,2021-04-11,365773,2038.64,1.6,2021-06-28,461382,In Progress,8,"[""distinctio"", ""excepturi"", ""repudiandae""]",Atkinson-Nelson,True
1595,VH0124,Tire Replacement,2024-12-21,365781,411.6,5.0,2025-03-07,260160,Scheduled,9,[],Wall and Sons,True
1596,VH0124,Routine Service,2021-11-12,83823,240.33,4.5,2022-04-07,113653,Completed,8,[],Smith Ltd,False
1597,VH0124,Preventive Maintenance,2024-08-17,207458,452.41,5.1,2025-02-06,56752,In Progress,1,[],Burke-Solomon,False
1598,VH0124,Preventive Maintenance,2021-03-16,157869,412.7,2.5,2021-08-29,88842,Scheduled,9,"[""aspernatur"", ""cum"", ""molestias""]","Harris, Miller and Lee",True
1599,VH0124,Engine Repair,2022-11-07,250188,1054.23,2.1,2023-04-14,472517,Completed,5,[],Williams Inc,True
1600,VH0124,Engine Repair,2021-02-06,499030,5776.91,3.1,2021-05-09,106646,Completed,1,[],Salazar LLC,False
1601,VH0124,Brake Service,2018-12-03,309460,901.09,4.7,2019-03-21,317845,In Progress,4,"[""suscipit""]","Jones, Rojas and Brown",True
1602,VH0125,Transmission Service,2022-12-11,328988,1547.17,5.2,2023-03-04,271768,Completed,4,"[""dolorum""]","Boyd, Wiggins and Avery",True
1603,VH0125,Transmission Service,2024-01-16,320176,3474.59,2.3,2024-04-02,398955,Completed,6,"[""sunt"", ""dicta""]",Blair and Sons,True
1604,VH0125,Brake Service,2024-01-08,409643,858.13,6.9,2024-05-25,210996,Completed,4,"[""fugit""]",Huang Group,False
1605,VH0125,Preventive Maintenance,2023-02-08,427002,459.71,5.9,2023-04-20,265974,Scheduled,3,"[""id"", ""mollitia""]",Brown Group,True
1606,VH0125,Transmission Service,2025-03-07,388838,2506.68,7.1,2025-08-21,133063,Scheduled,8,"[""necessitatibus"", ""neque"", ""velit""]",Carlson LLC,False
1607,VH0125,Transmission Service,2021-02-14,299599,4521.96,3.5,2021-06-18,332350,In Progress,10,"[""consectetur""]","Brennan, Hardy and Mckenzie",False
1608,VH0125,Routine Service,2025-05-10,389869,443.74,3.0,2025-07-30,169300,In Progress,2,"[""architecto"", ""dolorem""]","Lyons, Guzman and Hammond",False
1609,VH0125,Oil Change,2022-04-08,464919,145.42,4.8,2022-08-20,52254,Completed,4,[],Zuniga-Leonard,True
1610,VH0125,Engine Repair,2022-04-06,212830,1057.61,8.0,2022-08-23,66701,Scheduled,7,"[""earum""]",Harris and Sons,True
1611,VH0125,Body Work,2021-06-13,108699,2181.51,2.3,2021-08-27,406698,Scheduled,1,"[""delectus"", ""ipsam""]",Espinoza-Jackson,True
1612,VH0125,Routine Service,2022-08-25,80171,356.16,4.5,2023-02-06,469189,Completed,3,"[""natus""]",Mcdonald Inc,True
1613,VH0125,Transmission Service,2023-03-17,400076,2576.19,3.2,2023-07-30,200519,In Progress,5,"[""enim"", ""doloremque"", ""veritatis""]",Miller and Sons,False
1614,VH0125,Routine Service,2021-01-12,217433,555.08,1.2,2021-02-26,318913,In Progress,6,[],Robinson Group,True
1615,VH0125,Body Work,2022-02-23,452483,1115.59,6.5,2022-05-20,83576,Completed,9,"[""quam"", ""velit"", ""ipsum""]",Mcdonald PLC,True
1616,VH0125,Tire Replacement,2023-09-20,67547,753.27,1.9,2024-01-03,182760,Scheduled,2,"[""laborum""]",Martinez-Robinson,False
1617,VH0125,Body Work,2021-05-19,322214,2388.59,3.0,2021-08-26,299543,Completed,2,"[""vel""]","Phillips, Baker and Williams",False
1618,VH0125,Engine Repair,2025-07-15,435988,7237.12,5.5,2025-10-22,449066,Completed,9,"[""repellendus""]",Williams-Lin,True
1619,VH0125,Engine Repair,2022-05-30,85360,2372.15,3.9,2022-07-21,101586,Completed,6,"[""aperiam""]",Reynolds LLC,True
1620,VH0126,Brake Service,2025-09-18,410358,397.45,7.6,2026-01-10,98371,Completed,4,"[""ex"", ""odio""]",Fleming Inc,True
1621,VH0126,Brake Service,2025-04-11,117319,712.99,3.3,2025-08-02,99467,Completed,10,"[""quibusdam""]",Pennington Group,False
1622,VH0126,Tire Replacement,2025-07-12,332018,1452.59,6.5,2025-09-14,58176,Scheduled,7,"[""praesentium"", ""vel""]","Jackson, Lopez and Smith",False
1623,VH0126,Transmission Service,2025-02-07,302431,2982.2,7.3,2025-07-12,245732,Completed,1,"[""consectetur""]",Shannon-Chapman,False
1624,VH0126,Body Work,2025-08-04,385770,1413.47,5.8,2025-10-31,353627,Completed,1,"[""corporis"", ""sunt""]",Green Group,False
1625,VH0126,Transmission Service,2025-02-09,179630,1863.73,2.0,2025-04-02,149143,Completed,1,"[""quisquam"", ""laboriosam""]","Gallegos, Mueller and Mcdaniel",False
1626,VH0126,Preventive Maintenance,2025-04-22,435869,288.19,6.9,2025-07-25,427033,Scheduled,4,"[""nobis"", ""eveniet"", ""quis""]",Mcdowell PLC,True
1627,VH0126,Transmission Service,2025-02-11,358459,3049.86,2.8,2025-07-15,159245,Scheduled,10,"[""vero"", ""ipsum""]",Johnson-Perez,True
1628,VH0127,Tire Replacement,2025-08-29,437058,1406.43,6.6,2025-11-03,485080,In Progress,2,"[""adipisci""]",Floyd-Chapman,True
1629,VH0127,Brake Service,2025-08-26,74215,1171.9,4.5,2026-01-05,155881,Scheduled,10,"[""nobis"", ""necessitatibus""]","Ho, Wilson and Mendoza",True
1630,VH0127,Oil Change,2025-06-30,411465,103.75,1.6,2025-12-03,115959,Completed,8,"[""praesentium"", ""ex""]",Holmes-Aguirre,True
1631,VH0127,Preventive Maintenance,2025-09-07,353746,351.86,6.1,2026-02-03,406337,In Progress,1,[],Diaz Inc,False
1632,VH0127,Oil Change,2025-07-27,347840,112.0,5.1,2025-09-18,422806,Completed,10,"[""dicta"", ""blanditiis"", ""unde""]",White Ltd,True
1633,VH0127,Tire Replacement,2025-07-25,480693,582.59,7.0,2025-09-09,59507,In Progress,1,"[""veniam"", ""dolore"", ""commodi""]",Shelton-Keller,True
1634,VH0127,Engine Repair,2025-06-26,244818,1850.79,7.0,2025-09-30,406568,Scheduled,4,"[""iusto"", ""quis""]",Giles-Mcdaniel,True
1635,VH0127,Preventive Maintenance,2025-07-30,229059,318.98,4.8,2025-10-16,125351,Completed,3,"[""distinctio"", ""aut""]","Curtis, Giles and Jones",True
1636,VH0127,Electrical Repair,2025-08-13,430175,1433.89,3.1,2026-01-30,154317,Completed,4,[],Bradley-Novak,True
1637,VH0127,Body Work,2025-08-29,171858,2368.56,3.8,2025-11-03,400704,Completed,8,[],Grant PLC,False
1638,VH0127,Electrical Repair,2025-08-31,244161,769.36,3.4,2025-11-07,343064,Completed,5,"[""fugiat"", ""ex"", ""non""]","Lynch, Roberts and Payne",False
1639,VH0128,Electrical Repair,2019-01-11,474378,313.21,1.5,2019-07-01,143615,Completed,2,"[""dolore"", ""debitis"", ""amet""]",Yates-Bean,False
1640,VH0128,Body Work,2023-08-16,171376,927.77,5.0,2023-09-15,65953,Completed,7,"[""eum"", ""ut""]","Hamilton, Ball and Moran",True
1641,VH0128,Tire Replacement,2020-08-15,466331,954.35,4.5,2020-10-26,438201,Completed,9,"[""illum"", ""tenetur""]",Evans PLC,True
1642,VH0128,Engine Repair,2021-03-19,373423,5898.3,2.1,2021-06-14,368215,Completed,6,"[""similique""]","Spencer, Jones and Miller",False
1643,VH0128,Tire Replacement,2021-04-11,330110,471.38,4.1,2021-07-23,108359,Scheduled,8,"[""sunt"", ""quisquam""]","Ellis, Patrick and Durham",False
1644,VH0128,Brake Service,2023-08-25,367074,315.28,6.4,2024-01-03,165846,Completed,6,[],Davis-Mclean,True
1645,VH0128,Routine Service,2020-07-08,189280,526.17,5.8,2020-09-07,370773,Scheduled,10,[],"Morales, Myers and Gonzalez",True
1646,VH0128,Engine Repair,2024-02-24,248445,5659.53,7.9,2024-04-09,112474,In Progress,6,"[""unde"", ""ea""]",Peck Group,True
1647,VH0128,Electrical Repair,2020-10-14,223822,557.07,3.3,2021-02-16,398085,In Progress,10,"[""autem"", ""sint"", ""at""]","Burton, Mcpherson and Simpson",False
1648,VH0128,Electrical Repair,2022-07-15,199166,847.4,5.5,2022-09-26,174678,Completed,10,[],Weaver-Vincent,False
1649,VH0128,Brake Service,2022-10-29,475703,1073.25,7.4,2023-02-12,460551,Completed,9,[],Wagner-Higgins,True
1650,VH0128,Preventive Maintenance,2019-12-19,415776,366.93,4.6,2020-03-05,347922,Completed,6,[],Flores PLC,True
1651,VH0128,Oil Change,2020-04-02,401745,56.66,4.3,2020-07-01,69572,In Progress,7,"[""amet"", ""temporibus""]","Flores, Warren and Ross",False
1652,VH0128,Brake Service,2020-03-08,419743,320.28,4.9,2020-07-05,58155,Scheduled,7,"[""sunt"", ""ex"", ""maxime""]",Dominguez Inc,False
1653,VH0128,Transmission Service,2023-06-07,409615,2422.74,1.4,2023-10-09,202329,Completed,8,[],Campos-Price,True
1654,VH0128,Tire Replacement,2023-11-13,133092,489.23,5.2,2024-04-30,105602,In Progress,8,[],Jennings-Carroll,False
1655,VH0128,Tire Replacement,2019-02-16,162961,656.48,3.5,2019-03-20,154691,Scheduled,3,"[""cupiditate"", ""doloremque"", ""hic""]","Thompson, Francis and Phelps",True
1656,VH0129,Brake Service,2025-07-05,330785,527.83,2.9,2025-09-19,165227,In Progress,5,"[""ducimus"", ""qui""]",Murray-Long,False
1657,VH0129,Body Work,2025-06-21,385419,1287.63,2.5,2025-08-18,223711,Scheduled,10,"[""similique"", ""impedit"", ""ea""]","Wright, Lynn and Sutton",False
1658,VH0129,Engine Repair,2025-08-23,270202,4353.61,6.3,2025-12-26,129265,Completed,9,"[""fugiat"", ""mollitia""]",Cline and Sons,True
1659,VH0129,Electrical Repair,2025-08-03,179907,1186.52,1.0,2025-09-25,114414,Scheduled,9,[],"Michael, Peterson and Martin",False
1660,VH0129,Electrical Repair,2025-06-15,395453,233.02,5.1,2025-08-21,275002,Completed,1,"[""vero"", ""itaque"", ""ea""]","Juarez, Bowen and Randolph",False
1661,VH0129,Electrical Repair,2025-06-25,343203,993.59,5.1,2025-10-06,231856,Scheduled,7,[],Price-Schmitt,True
1662,VH0129,Oil Change,2025-06-25,211952,144.84,2.4,2025-09-13,429530,Completed,3,"[""repudiandae"", ""est"", ""voluptate""]",Cooper PLC,True
1663,VH0129,Body Work,2025-08-28,287368,1721.27,7.0,2026-01-30,384882,In Progress,7,[],Garcia-Dalton,True
1664,VH0129,Tire Replacement,2025-09-13,402745,1750.24,1.3,2026-01-29,89620,Completed,8,[],Castro Group,True
1665,VH0129,Electrical Repair,2025-07-15,130377,404.58,1.5,2025-09-08,358546,Scheduled,5,"[""alias"", ""tenetur"", ""porro""]","Baker, Hughes and Horn",True
1666,VH0130,Transmission Service,2022-10-06,202279,3712.82,4.0,2023-03-30,369209,Completed,1,"[""similique"", ""iste"", ""placeat""]","Mitchell, Green and Smith",False
1667,VH0130,Oil Change,2022-09-07,123046,71.29,3.2,2022-10-14,379404,Scheduled,6,"[""soluta"", ""cumque""]","English, Holloway and Jones",False
1668,VH0130,Preventive Maintenance,2024-12-26,90062,380.1,4.3,2025-02-05,285481,In Progress,10,"[""perspiciatis""]","Washington, Williams and Boyd",True
1669,VH0130,Brake Service,2024-06-05,171262,783.34,7.2,2024-08-14,473077,Scheduled,3,"[""repellendus""]",Adams Inc,False
1670,VH0130,Body Work,2021-09-20,266012,632.9,2.5,2022-01-12,241853,Completed,5,"[""maiores"", ""eos""]",Parker-Nguyen,True
1671,VH0130,Brake Service,2023-04-30,234706,564.16,2.5,2023-07-06,226017,Scheduled,6,"[""itaque"", ""itaque"", ""eligendi""]",Robinson and Sons,False
1672,VH0130,Preventive Maintenance,2022-12-12,62986,211.04,3.7,2023-05-17,66616,Scheduled,2,"[""error"", ""nihil""]",Luna-Sampson,True
1673,VH0130,Routine Service,2021-10-08,417287,256.52,6.2,2021-11-13,146233,Scheduled,10,"[""nobis"", ""occaecati""]",Williams-Moyer,False
1674,VH0130,Tire Replacement,2022-07-04,285034,575.85,8.0,2022-11-10,196324,In Progress,6,"[""distinctio"", ""voluptatem"", ""temporibus""]",Campbell Inc,False
1675,VH0130,Routine Service,2021-07-01,176922,694.97,7.4,2021-10-05,448379,In Progress,6,"[""libero"", ""dolorum"", ""odit""]",Gilbert-Gould,False
1676,VH0130,Brake Service,2021-11-16,81106,587.07,7.7,2022-02-15,499684,Scheduled,3,"[""rerum""]","Kennedy, Brown and Oconnor",True
1677,VH0130,Tire Replacement,2021-12-02,97935,1913.91,3.2,2022-01-25,109590,In Progress,5,"[""perferendis"", ""ab""]",Ward-Young,True
1678,VH0130,Engine Repair,2023-08-05,252896,2119.93,2.0,2024-01-01,305001,In Progress,1,"[""quos"", ""laudantium""]",Martin-Taylor,False
1679,VH0130,Electrical Repair,2022-10-16,479601,1366.65,3.0,2023-02-09,432657,Completed,5,"[""nobis"", ""nesciunt""]",Sosa PLC,False
1680,VH0130,Engine Repair,2023-07-24,337339,1469.45,4.5,2023-12-05,393387,Completed,4,[],Ryan-Ramirez,False
1681,VH0130,Oil Change,2025-02-12,393346,91.59,5.0,2025-06-26,397006,In Progress,9,[],Vasquez LLC,False
1682,VH0130,Routine Service,2023-07-30,188655,741.37,6.4,2024-01-13,343312,Scheduled,6,[],"Barry, Ramirez and Chen",True
1683,VH0130,Preventive Maintenance,2024-07-20,352957,104.71,3.0,2024-09-04,396480,In Progress,7,"[""nisi"", ""maiores""]",Cobb-Skinner,False
1684,VH0130,Preventive Maintenance,2022-08-09,419801,170.76,7.4,2023-01-30,262720,Completed,7,"[""provident""]",Torres PLC,False
1685,VH0131,Body Work,2025-08-30,367043,1714.16,5.3,2026-02-05,257216,Completed,2,"[""blanditiis""]","Patterson, Cook and Taylor",True
1686,VH0131,Routine Service,2025-08-17,303513,730.9,7.4,2025-11-15,109924,In Progress,4,"[""animi"", ""animi"", ""dolor""]",Watson-Hall,False
1687,VH0131,Transmission Service,2025-07-01,78990,3495.3,6.3,2025-10-13,495745,Scheduled,4,"[""eveniet"", ""aut""]",Anderson Inc,False
1688,VH0131,Brake Service,2025-08-05,191713,1035.81,7.4,2025-12-12,52748,Completed,2,[],Jones-Smith,False
1689,VH0131,Electrical Repair,2025-04-23,484896,1338.78,2.8,2025-08-28,126073,Scheduled,4,"[""aliquid""]","Harris, Schultz and Peters",False
1690,VH0131,Transmission Service,2025-03-18,201222,3867.45,6.1,2025-06-10,471695,Completed,2,"[""consequuntur"", ""id""]",Mitchell-Meyer,False
1691,VH0131,Oil Change,2025-06-25,89696,60.79,3.7,2025-09-01,220045,Scheduled,5,"[""molestiae""]","Harvey, Moran and Thomas",False
1692,VH0131,Brake Service,2025-09-11,276206,1034.83,3.5,2025-10-19,81923,Scheduled,3,[],"Mooney, Walker and Cole",True
1693,VH0131,Body Work,2025-06-29,164148,2472.92,6.3,2025-12-11,307177,Completed,1,"[""nulla"", ""illum""]","Gutierrez, Burgess and Anderson",True
1694,VH0131,Routine Service,2025-08-16,319753,688.22,4.0,2025-11-06,219750,Completed,9,[],"Padilla, Calhoun and Roberts",True
1695,VH0131,Oil Change,2025-09-08,383829,129.84,2.0,2026-02-05,104096,Scheduled,10,"[""atque"", ""qui""]",Trujillo and Sons,False
1696,VH0131,Engine Repair,2025-07-15,463924,1653.88,5.1,2025-12-08,444006,Completed,8,"[""corrupti"", ""deleniti"", ""eaque""]",Martinez PLC,True
1697,VH0131,Routine Service,2025-03-09,328423,596.25,1.7,2025-05-10,445349,In Progress,1,"[""tenetur""]",Sims PLC,True
1698,VH0131,Body Work,2025-02-26,421908,1148.57,4.1,2025-06-07,154685,Scheduled,2,"[""minus"", ""accusamus""]",Stone Group,False
1699,VH0132,Routine Service,2024-07-21,167895,650.95,6.1,2024-09-21,338740,Scheduled,5,"[""dolore"", ""enim""]","Tran, Cooper and Patel",True
1700,VH0132,Engine Repair,2025-05-08,201727,3240.43,3.9,2025-08-12,242468,In Progress,3,[],Stone-Miller,False
1701,VH0132,Electrical Repair,2024-11-10,425309,1297.46,2.3,2025-03-31,482034,Scheduled,9,"[""ducimus""]",Castillo-Flores,True
1702,VH0132,Oil Change,2025-04-26,88844,57.82,6.0,2025-08-10,398476,In Progress,10,"[""magni"", ""ratione""]","Baker, Taylor and Moore",True
1703,VH0132,Routine Service,2025-01-15,339764,446.1,2.4,2025-06-22,214493,In Progress,7,"[""aliquid"", ""itaque""]",Montgomery PLC,True
1704,VH0132,Tire Replacement,2025-06-06,308828,518.48,7.6,2025-07-27,68511,In Progress,4,"[""velit"", ""odit""]",Yoder-Spencer,True
1705,VH0132,Oil Change,2025-04-16,352508,137.05,5.1,2025-06-03,111478,Completed,5,"[""mollitia""]",Dunn and Sons,True
1706,VH0132,Brake Service,2025-04-10,208525,1097.24,2.9,2025-08-25,220285,Scheduled,6,[],Brewer and Sons,False
1707,VH0132,Tire Replacement,2024-03-28,232900,793.81,6.9,2024-06-17,119621,Completed,8,"[""vitae"", ""esse"", ""eius""]",Cobb-Chandler,True
1708,VH0132,Electrical Repair,2025-08-08,358479,1118.47,5.4,2026-01-16,132613,Completed,6,[],"Aguilar, Lopez and Massey",False
1709,VH0132,Body Work,2024-03-08,124899,2469.47,1.4,2024-05-11,449589,In Progress,2,"[""ducimus""]",Moore PLC,True
1710,VH0132,Brake Service,2025-07-29,125790,1036.54,7.7,2025-10-18,104432,Completed,1,[],Figueroa and Sons,False
1711,VH0132,Tire Replacement,2025-08-25,183600,892.88,3.2,2025-10-05,135265,Completed,10,"[""nobis""]",Sandoval-Richards,True
1712,VH0132,Routine Service,2025-02-24,320100,316.5,7.3,2025-05-25,430307,Scheduled,2,"[""ex""]","Pierce, Young and Jackson",True
1713,VH0132,Tire Replacement,2025-03-03,379196,1085.96,3.1,2025-07-23,483011,Completed,1,"[""voluptates"", ""exercitationem"", ""repellat""]","Harris, Hawkins and Parker",True
